jobtitle,company,location,jobsummary,lat,lng,coordinates
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
FedEx Delivery Driver Catalina Island $25/hr,Hotel Vista Del Mar,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Permits Supervisor,Hotel Vista Del Mar,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
FedEx Delivery Driver Catalina Island $25/hr,Hotel Vista Del Mar,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Permits Supervisor,Hotel Vista Del Mar,"Santa Catalina Island, CA",Strong personal communication skills and basic technical skills including basic computer office programs. Candidate must be willing to live and work on Catalina,33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
FedEx Delivery Driver Catalina Island $25/hr,Hotel Vista Del Mar,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Permits Supervisor,Hotel Vista Del Mar,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,Hotel Vista Del Mar,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Manager,Hotel Vista Del Mar,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.34394754,-118.3256341,"33.34394753711589, -118.32563407301308"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Visitor Service Center Agent,MMW Hospitaly Corp,"Two Harbors, CA","Catalina Island Company, the resort operator on Catalina Island, is located 22 miles off the coast of southern California and offers an abundance of amenities",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
FedEx Delivery Driver Catalina Island $25/hr,MMW Hospitaly Corp,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
Permits Supervisor,MMW Hospitaly Corp,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.3430484,-118.3242683,"33.34304839836107, -118.32426832444834"
